Case ID,Complete Timestamp,Activity,Case ID_2,Complete Timestamp_2,Activity_2,Connection
Case 1047,2011-07-15 09:49:56,Take in charge ticket,Case 1047,2011-07-15 09:51:05,Wait,Take in charge ticket --> Wait
Case 1047,2011-07-15 09:51:05,Wait,Case 1047,2011-07-15 13:18:05,Resolve ticket,Wait --> Resolve ticket
Case 1047,2011-07-15 13:18:05,Resolve ticket,Case 1047,2011-08-27 10:20:45,Closed,Resolve ticket --> Closed
Case 1048,2010-12-13 10:53:33,Assign seriousness,Case 1048,2010-12-13 10:53:45,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1048,2010-12-13 10:53:45,Take in charge ticket,Case 1048,2010-12-13 10:54:14,Wait,Take in charge ticket --> Wait
Case 1048,2010-12-13 10:54:14,Wait,Case 1048,2010-12-30 08:41:02,Take in charge ticket,Wait --> Take in charge ticket
Case 1048,2010-12-30 08:41:02,Take in charge ticket,Case 1048,2010-12-30 08:41:14,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1048,2010-12-30 08:41:14,Resolve ticket,Case 1048,2011-01-19 08:50:44,Closed,Resolve ticket --> Closed
Case 1049,2012-02-09 14:14:35,Assign seriousness,Case 1049,2012-02-09 14:15:26,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1049,2012-02-09 14:15:26,Take in charge ticket,Case 1049,2012-02-14 16:45:38,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1049,2012-02-14 16:45:38,Resolve ticket,Case 1049,2012-02-14 16:45:38,Resolve ticket,Resolve ticket --> Resolve ticket
Case 1049,2012-02-14 16:45:38,Resolve ticket,Case 1049,2012-03-24 14:20:38,Closed,Resolve ticket --> Closed
Case 105,2012-11-20 09:00:13,Assign seriousness,Case 105,2012-11-26 16:42:13,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 105,2012-11-26 16:42:13,Take in charge ticket,Case 105,2012-11-30 09:01:21,Wait,Take in charge ticket --> Wait
Case 105,2012-11-30 09:01:21,Wait,Case 105,2012-12-07 16:04:16,Resolve ticket,Wait --> Resolve ticket
Case 105,2012-12-07 16:04:16,Resolve ticket,Case 105,2012-12-22 16:04:35,Closed,Resolve ticket --> Closed
Case 1050,2011-05-12 08:27:06,Assign seriousness,Case 1050,2011-05-12 08:27:37,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1050,2011-05-12 08:27:37,Take in charge ticket,Case 1050,2011-05-13 10:46:18,Wait,Take in charge ticket --> Wait
Case 1050,2011-05-13 10:46:18,Wait,Case 1050,2011-05-20 07:05:57,Take in charge ticket,Wait --> Take in charge ticket
Case 1050,2011-05-20 07:05:57,Take in charge ticket,Case 1050,2011-05-20 07:06:09,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1050,2011-05-20 07:06:09,Resolve ticket,Case 1050,2011-06-07 09:09:31,Take in charge ticket,Resolve ticket --> Take in charge ticket
Case 1050,2011-06-07 09:09:31,Take in charge ticket,Case 1050,2011-06-08 08:09:20,Wait,Take in charge ticket --> Wait
Case 1050,2011-06-08 08:09:20,Wait,Case 1050,2011-06-08 12:44:40,Take in charge ticket,Wait --> Take in charge ticket
Case 1050,2011-06-08 12:44:40,Take in charge ticket,Case 1050,2011-06-08 12:44:48,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1050,2011-06-08 12:44:48,Resolve ticket,Case 1050,2011-06-23 12:44:59,Closed,Resolve ticket --> Closed
Case 1051,2010-12-27 08:06:01,Assign seriousness,Case 1051,2010-12-27 14:46:09,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1051,2010-12-27 14:46:09,Take in charge ticket,Case 1051,2011-01-18 11:26:09,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1051,2011-01-18 11:26:09,Resolve ticket,Case 1051,2011-02-02 11:26:23,Closed,Resolve ticket --> Closed
Case 1052,2011-02-03 14:26:08,Assign seriousness,Case 1052,2011-02-03 16:19:25,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1052,2011-02-03 16:19:25,Take in charge ticket,Case 1052,2011-02-03 16:20:49,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1052,2011-02-03 16:20:49,Resolve ticket,Case 1052,2011-04-03 13:30:41,Closed,Resolve ticket --> Closed
Case 1053,2011-06-30 14:53:16,Assign seriousness,Case 1053,2011-06-30 14:53:32,Assign seriousness,Assign seriousness --> Assign seriousness
Case 1053,2011-06-30 14:53:32,Assign seriousness,Case 1053,2011-07-05 14:22:24,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1053,2011-07-05 14:22:24,Take in charge ticket,Case 1053,2011-07-05 14:26:48,Wait,Take in charge ticket --> Wait
Case 1053,2011-07-05 14:26:48,Wait,Case 1053,2011-07-20 13:19:43,Resolve ticket,Wait --> Resolve ticket
Case 1053,2011-07-20 13:19:43,Resolve ticket,Case 1053,2011-08-04 13:20:00,Closed,Resolve ticket --> Closed
Case 1054,2013-02-07 13:32:19,Assign seriousness,Case 1054,2013-02-07 13:32:43,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1054,2013-02-07 13:32:43,Take in charge ticket,Case 1054,2013-02-15 11:48:40,Wait,Take in charge ticket --> Wait
Case 1054,2013-02-15 11:48:40,Wait,Case 1054,2013-03-01 13:51:27,Resolve ticket,Wait --> Resolve ticket
Case 1054,2013-03-01 13:51:27,Resolve ticket,Case 1054,2013-03-16 13:51:45,Closed,Resolve ticket --> Closed
Case 1055,2012-01-23 15:13:31,Assign seriousness,Case 1055,2012-01-23 16:49:47,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1055,2012-01-23 16:49:47,Take in charge ticket,Case 1055,2012-01-24 14:19:03,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1055,2012-01-24 14:19:03,Resolve ticket,Case 1055,2012-02-23 15:20:47,Closed,Resolve ticket --> Closed
Case 1056,2012-06-06 12:08:26,Assign seriousness,Case 1056,2012-06-06 12:08:43,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1056,2012-06-06 12:08:43,Take in charge ticket,Case 1056,2012-06-06 15:16:31,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1056,2012-06-06 15:16:31,Resolve ticket,Case 1056,2012-07-07 12:10:46,Closed,Resolve ticket --> Closed
Case 1057,2013-01-10 16:49:27,Assign seriousness,Case 1057,2013-01-11 11:57:25,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1057,2013-01-11 11:57:25,Take in charge ticket,Case 1057,2013-01-18 15:35:16,Require upgrade,Take in charge ticket --> Require upgrade
Case 1057,2013-01-18 15:35:16,Require upgrade,Case 1057,2013-01-18 15:35:51,Wait,Require upgrade --> Wait
Case 1057,2013-01-18 15:35:51,Wait,Case 1057,2013-02-18 09:37:33,Resolve ticket,Wait --> Resolve ticket
Case 1057,2013-02-18 09:37:33,Resolve ticket,Case 1057,2013-03-05 09:37:48,Closed,Resolve ticket --> Closed
Case 1058,2012-06-28 12:24:41,Assign seriousness,Case 1058,2012-06-28 12:25:05,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1058,2012-06-28 12:25:05,Take in charge ticket,Case 1058,2012-07-13 13:26:12,Wait,Take in charge ticket --> Wait
Case 1058,2012-07-13 13:26:12,Wait,Case 1058,2012-07-18 15:43:16,Resolve ticket,Wait --> Resolve ticket
Case 1058,2012-07-18 15:43:16,Resolve ticket,Case 1058,2012-08-02 15:43:35,Closed,Resolve ticket --> Closed
Case 1059,2012-01-09 07:53:54,Assign seriousness,Case 1059,2012-01-09 09:30:45,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1059,2012-01-09 09:30:45,Take in charge ticket,Case 1059,2012-01-09 10:31:05,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1059,2012-01-09 10:31:05,Resolve ticket,Case 1059,2012-02-19 17:00:46,Closed,Resolve ticket --> Closed
Case 106,2013-02-15 13:12:20,Assign seriousness,Case 106,2013-03-05 08:06:13,Resolve ticket,Assign seriousness --> Resolve ticket
Case 106,2013-03-05 08:06:13,Resolve ticket,Case 106,2013-03-20 08:06:31,Closed,Resolve ticket --> Closed
Case 1060,2011-09-02 13:25:55,Assign seriousness,Case 1060,2011-09-14 13:30:44,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1060,2011-09-14 13:30:44,Take in charge ticket,Case 1060,2011-09-19 13:56:27,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1060,2011-09-19 13:56:27,Resolve ticket,Case 1060,2011-10-04 13:56:37,Closed,Resolve ticket --> Closed
Case 1061,2011-06-21 08:55:05,Assign seriousness,Case 1061,2011-06-21 08:55:21,Assign seriousness,Assign seriousness --> Assign seriousness
Case 1061,2011-06-21 08:55:21,Assign seriousness,Case 1061,2011-06-27 09:24:28,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1061,2011-06-27 09:24:28,Take in charge ticket,Case 1061,2011-07-20 13:14:44,Wait,Take in charge ticket --> Wait
Case 1061,2011-07-20 13:14:44,Wait,Case 1061,2011-07-28 09:26:55,Resolve ticket,Wait --> Resolve ticket
Case 1061,2011-07-28 09:26:55,Resolve ticket,Case 1061,2011-08-12 09:27:14,Closed,Resolve ticket --> Closed
Case 1063,2012-07-11 14:48:16,Assign seriousness,Case 1063,2012-07-11 14:48:28,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1063,2012-07-11 14:48:28,Take in charge ticket,Case 1063,2012-07-11 15:24:11,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1063,2012-07-11 15:24:11,Resolve ticket,Case 1063,2012-09-02 14:50:27,Closed,Resolve ticket --> Closed
Case 1064,2012-05-21 15:39:11,Assign seriousness,Case 1064,2012-05-22 07:34:16,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1064,2012-05-22 07:34:16,Take in charge ticket,Case 1064,2012-05-29 07:08:42,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1064,2012-05-29 07:08:42,Resolve ticket,Case 1064,2012-07-13 15:41:15,Closed,Resolve ticket --> Closed
Case 1065,2011-08-22 14:39:21,Assign seriousness,Case 1065,2011-08-25 12:58:59,Resolve ticket,Assign seriousness --> Resolve ticket
Case 1065,2011-08-25 12:58:59,Resolve ticket,Case 1065,2011-09-22 14:40:15,Closed,Resolve ticket --> Closed
Case 1066,2012-05-24 09:32:06,Assign seriousness,Case 1066,2012-05-25 09:42:28,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1066,2012-05-25 09:42:28,Take in charge ticket,Case 1066,2012-05-25 12:30:22,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1066,2012-05-25 12:30:22,Resolve ticket,Case 1066,2012-07-11 09:40:38,Closed,Resolve ticket --> Closed
Case 1067,2012-02-14 10:34:26,Assign seriousness,Case 1067,2012-02-14 11:48:20,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1067,2012-02-14 11:48:20,Take in charge ticket,Case 1067,2012-02-16 11:40:57,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1067,2012-02-16 11:40:57,Resolve ticket,Case 1067,2012-03-23 10:40:44,Closed,Resolve ticket --> Closed
Case 1068,2012-05-15 08:49:37,Assign seriousness,Case 1068,2012-05-18 12:33:18,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1068,2012-05-18 12:33:18,Take in charge ticket,Case 1068,2012-05-21 13:18:53,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1068,2012-05-21 13:18:53,Resolve ticket,Case 1068,2012-07-07 08:50:39,Closed,Resolve ticket --> Closed
Case 1069,2011-06-21 14:09:39,Assign seriousness,Case 1069,2011-06-21 14:10:08,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1069,2011-06-21 14:10:08,Take in charge ticket,Case 1069,2011-06-21 14:10:56,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1069,2011-06-21 14:10:56,Resolve ticket,Case 1069,2011-07-24 14:11:08,Closed,Resolve ticket --> Closed
Case 107,2013-10-30 13:25:20,Assign seriousness,Case 107,2013-10-31 14:48:10,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 107,2013-10-31 14:48:10,Take in charge ticket,Case 107,2013-11-15 08:31:41,Wait,Take in charge ticket --> Wait
Case 107,2013-11-15 08:31:41,Wait,Case 107,2013-11-18 08:20:45,Resolve ticket,Wait --> Resolve ticket
Case 107,2013-11-18 08:20:45,Resolve ticket,Case 107,2013-12-03 08:20:56,Closed,Resolve ticket --> Closed
Case 1070,2012-11-23 08:40:05,Assign seriousness,Case 1070,2012-11-27 12:09:04,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1070,2012-11-27 12:09:04,Take in charge ticket,Case 1070,2012-11-27 12:16:27,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1070,2012-11-27 12:16:27,Resolve ticket,Case 1070,2012-11-30 14:58:54,Take in charge ticket,Resolve ticket --> Take in charge ticket
Case 1070,2012-11-30 14:58:54,Take in charge ticket,Case 1070,2012-12-05 09:59:17,Wait,Take in charge ticket --> Wait
Case 1070,2012-12-05 09:59:17,Wait,Case 1070,2012-12-13 17:39:38,Resolve ticket,Wait --> Resolve ticket
Case 1070,2012-12-13 17:39:38,Resolve ticket,Case 1070,2012-12-28 17:39:52,Closed,Resolve ticket --> Closed
Case 1071,2011-05-18 09:38:14,Assign seriousness,Case 1071,2011-05-18 09:38:35,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1071,2011-05-18 09:38:35,Take in charge ticket,Case 1071,2011-05-23 10:35:13,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1071,2011-05-23 10:35:13,Resolve ticket,Case 1071,2011-07-01 09:40:32,Closed,Resolve ticket --> Closed
Case 1072,2012-07-17 10:43:08,Assign seriousness,Case 1072,2012-07-18 14:58:04,Assign seriousness,Assign seriousness --> Assign seriousness
Case 1072,2012-07-18 14:58:04,Assign seriousness,Case 1072,2012-07-18 14:58:17,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1072,2012-07-18 14:58:17,Take in charge ticket,Case 1072,2012-07-20 13:17:21,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1072,2012-07-20 13:17:21,Resolve ticket,Case 1072,2012-09-01 10:50:21,Closed,Resolve ticket --> Closed
Case 1073,2011-12-30 08:47:19,Assign seriousness,Case 1073,2012-01-02 08:40:49,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1073,2012-01-02 08:40:49,Take in charge ticket,Case 1073,2012-01-02 09:45:20,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1073,2012-01-02 09:45:20,Resolve ticket,Case 1073,2012-02-08 08:50:32,Closed,Resolve ticket --> Closed
Case 1074,2011-10-28 10:45:32,Assign seriousness,Case 1074,2011-11-02 16:41:16,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1074,2011-11-02 16:41:16,Take in charge ticket,Case 1074,2011-11-10 14:21:37,Wait,Take in charge ticket --> Wait
Case 1074,2011-11-10 14:21:37,Wait,Case 1074,2011-11-17 13:49:37,Resolve ticket,Wait --> Resolve ticket
Case 1074,2011-11-17 13:49:37,Resolve ticket,Case 1074,2011-12-07 11:10:25,Closed,Resolve ticket --> Closed
Case 1075,2012-08-07 10:01:46,Assign seriousness,Case 1075,2012-08-23 07:05:34,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1075,2012-08-23 07:05:34,Take in charge ticket,Case 1075,2012-09-05 08:54:11,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1075,2012-09-05 08:54:11,Resolve ticket,Case 1075,2012-09-20 08:54:27,Closed,Resolve ticket --> Closed
Case 1076,2012-04-24 15:48:55,Assign seriousness,Case 1076,2012-04-30 14:02:06,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1076,2012-04-30 14:02:06,Take in charge ticket,Case 1076,2012-05-08 09:17:42,Wait,Take in charge ticket --> Wait
Case 1076,2012-05-08 09:17:42,Wait,Case 1076,2012-05-15 12:31:15,Resolve ticket,Wait --> Resolve ticket
Case 1076,2012-05-15 12:31:15,Resolve ticket,Case 1076,2012-06-14 12:31:39,Closed,Resolve ticket --> Closed
Case 1077,2010-09-01 15:21:14,Assign seriousness,Case 1077,2010-09-02 07:28:41,Assign seriousness,Assign seriousness --> Assign seriousness
Case 1077,2010-09-02 07:28:41,Assign seriousness,Case 1077,2010-09-09 10:02:08,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1077,2010-09-09 10:02:08,Take in charge ticket,Case 1077,2010-09-09 10:18:11,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1077,2010-09-09 10:18:11,Resolve ticket,Case 1077,2010-10-30 15:31:26,Closed,Resolve ticket --> Closed
Case 1078,2011-02-09 11:06:02,Assign seriousness,Case 1078,2011-02-09 11:08:31,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1078,2011-02-09 11:08:31,Take in charge ticket,Case 1078,2011-02-09 14:12:01,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1078,2011-02-09 14:12:01,Resolve ticket,Case 1078,2011-02-09 14:12:02,Resolve ticket,Resolve ticket --> Resolve ticket
Case 1078,2011-02-09 14:12:02,Resolve ticket,Case 1078,2011-03-16 11:10:57,Closed,Resolve ticket --> Closed
Case 1079,2013-10-23 07:07:54,Assign seriousness,Case 1079,2013-10-23 07:42:54,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1079,2013-10-23 07:42:54,Take in charge ticket,Case 1079,2013-10-23 08:21:51,Wait,Take in charge ticket --> Wait
Case 1079,2013-10-23 08:21:51,Wait,Case 1079,2013-10-23 08:21:51,Wait,Wait --> Wait
Case 1079,2013-10-23 08:21:51,Wait,Case 1079,2013-11-18 15:53:04,Resolve ticket,Wait --> Resolve ticket
Case 1079,2013-11-18 15:53:04,Resolve ticket,Case 1079,2013-12-03 15:53:16,Closed,Resolve ticket --> Closed
Case 108,2011-01-12 11:28:16,Assign seriousness,Case 108,2011-01-24 09:21:26,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 108,2011-01-24 09:21:26,Take in charge ticket,Case 108,2011-01-26 08:12:39,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 108,2011-01-26 08:12:39,Resolve ticket,Case 108,2011-02-25 08:13:02,Closed,Resolve ticket --> Closed
Case 1080,2010-06-09 10:33:30,Insert ticket,Case 1080,2010-06-09 10:33:39,Assign seriousness,Insert ticket --> Assign seriousness
Case 1080,2010-06-09 10:33:39,Assign seriousness,Case 1080,2010-06-09 10:34:14,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1080,2010-06-09 10:34:14,Take in charge ticket,Case 1080,2010-06-09 10:50:30,Wait,Take in charge ticket --> Wait
Case 1080,2010-06-09 10:50:30,Wait,Case 1080,2010-06-30 15:52:44,Take in charge ticket,Wait --> Take in charge ticket
Case 1080,2010-06-30 15:52:44,Take in charge ticket,Case 1080,2010-06-30 15:54:13,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1080,2010-06-30 15:54:13,Resolve ticket,Case 1080,2010-07-15 15:54:29,Closed,Resolve ticket --> Closed
Case 1081,2011-11-14 10:15:37,Assign seriousness,Case 1081,2011-11-16 16:08:22,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1081,2011-11-16 16:08:22,Take in charge ticket,Case 1081,2011-11-17 08:31:09,Wait,Take in charge ticket --> Wait
Case 1081,2011-11-17 08:31:09,Wait,Case 1081,2011-11-22 16:37:07,Resolve ticket,Wait --> Resolve ticket
Case 1081,2011-11-22 16:37:07,Resolve ticket,Case 1081,2011-12-28 09:20:21,Closed,Resolve ticket --> Closed
Case 1082,2011-08-22 09:38:09,Assign seriousness,Case 1082,2011-08-29 08:23:11,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 1082,2011-08-29 08:23:11,Take in charge ticket,Case 1082,2011-09-19 13:03:33,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 1082,2011-09-19 13:03:33,Resolve ticket,Case 1082,2011-10-19 13:03:55,Closed,Resolve ticket --> Closed
Case 1083,2012-02-28 16:02:22,Assign seriousness,Case 1083,2012-02-28 16:02:42,Assign seriousness,Assign seriousness --> Assign seriousness
Case 1083,2012-02-28 16:02:42,Assign seriousness,Case 1083,2012-02-28 16:55:56,Take in charge ticket,Assign seriousness --> Take in charge ticket
