Case ID,Assign seriousness,Closed,Create SW anomaly,DUPLICATE,INVALID,Insert ticket,RESOLVED,Require upgrade,Resolve SW anomaly,Resolve ticket,Schedule intervention,Take in charge ticket,VERIFIED,Wait
Case 1173,2010-06-22 14:33:44,2010-07-30 10:19:31,2010-07-06 10:36:50,,,,,,,2010-07-12 08:37:51,,2010-06-30 15:24:53,,2010-07-01 09:02:51
Case 1174,2011-05-18 08:34:39,2011-07-07 08:40:29,,,,,,,,2011-05-18 15:55:18,,2011-05-18 08:35:01,,
Case 1175,2012-01-11 15:59:39,2012-02-26 16:00:27,,,,,,,,2012-01-16 11:20:57,,2012-01-16 09:46:04,,
Case 1176,2012-11-29 08:35:40,2013-01-26 10:53:51,,,,,,,,2013-01-11 10:53:32,,2012-12-04 08:56:43,,2012-12-17 08:47:55
Case 1177,2011-12-12 10:23:38,2012-01-12 10:30:18,,,,,,,,2011-12-13 14:00:43,,2011-12-12 11:37:24,,
Case 1178,2011-04-05 08:07:00,2011-05-08 08:10:44,,,,,,,,2011-04-05 08:09:39,,2011-04-05 08:07:14,,
Case 1179,2012-10-10 10:42:01,2012-11-24 16:01:14,,,,,,,,2012-11-09 16:00:57,,2012-10-10 15:22:17,,2012-10-16 08:55:52
Case 118,2011-03-07 11:02:24,2011-04-13 10:10:26,,,,,,,,2011-03-07 13:14:21,,2011-03-07 11:02:41,,
Case 1180,2010-07-01 14:30:32,2010-08-25 16:07:18,,,,,,,,2010-08-10 16:07:04,,2010-08-09 09:34:20,,2010-08-09 09:34:30
Case 1181,2012-02-13 09:15:33,2012-03-21 09:20:34,,,,,,,,2012-02-13 11:42:19,,2012-02-13 09:19:18,,
Case 1182,2011-03-04 09:29:57,2011-04-06 08:32:32,,,,,,,,2011-03-18 08:21:06,,2011-03-04 09:30:34,,
Case 1183,2010-07-08 15:35:41,2010-08-21 15:40:29,,,,,,,,2010-07-09 08:38:59,,2010-07-08 15:41:10,,2010-07-08 15:41:22
Case 1184,2010-05-20 13:58:47,2010-06-23 14:00:18,,,,,,,,2010-05-26 16:14:20,,2010-05-26 16:12:55,,
Case 1185,2012-08-10 06:49:50,2012-09-14 16:00:28,,,,,,,,2012-08-10 07:42:42,,2012-08-10 07:33:45,,
Case 1186,2011-10-05 08:59:00,2011-11-05 10:00:22,,,,,,,,2011-10-21 08:27:54,,2011-10-21 08:18:58,,
Case 1187,2012-07-24 07:22:02,2012-09-08 07:30:31,,,,,,,,2012-07-24 14:39:54,,2012-07-24 08:11:53,,
Case 1188,2012-05-03 15:51:50,2012-06-09 16:00:44,,,,,,,,2012-05-10 09:19:59,,2012-05-09 16:06:27,,
Case 1189,2011-03-04 09:10:16,2011-04-29 08:43:32,,,,,,,,2011-04-14 08:43:14,,2011-03-04 09:10:37,,2011-03-04 09:25:12
Case 119,2011-12-05 14:22:17,2012-02-02 14:30:45,,,,,,,,2011-12-13 09:22:04,,2011-12-05 14:58:56,,
Case 1190,2012-01-02 10:49:47,2012-02-17 10:50:35,,,,,,,,2012-01-02 12:00:55,,2012-01-02 10:49:58,,
Case 1191,2010-02-08 15:06:58,2010-03-28 08:10:03,,,,,,,,2010-02-26 09:09:32,,2010-02-08 15:12:00,,2010-02-08 15:12:28
Case 1193,2013-01-25 09:16:39,2013-03-07 16:27:00,,,,,,,,2013-02-20 16:26:46,,2013-02-18 10:49:57,,
Case 1194,2011-01-10 10:50:41,2011-03-10 11:00:47,,,,,,,,2011-01-12 14:40:13,,2011-01-12 09:32:22,,
Case 1195,2012-01-24 13:27:17,2012-03-08 10:01:56,,,,,,,,2012-02-07 10:01:30,,2012-01-31 11:29:27,,
Case 1196,2010-02-02 10:17:37,2010-03-20 10:20:28,,,,,,,,2010-02-15 16:22:30,,2010-02-15 16:21:37,,
Case 1197,2011-12-20 09:21:55,2012-02-05 13:50:46,,,,,,,,2011-12-22 15:48:16,,2011-12-21 10:09:33,,2011-12-21 11:24:14
Case 1198,2012-03-07 15:57:18,2012-04-28 15:00:45,,,,,,,,2012-03-07 15:59:42,,,,
Case 1199,2012-02-21 15:27:29,2012-03-23 15:31:22,,,,,,,,2012-02-22 10:17:46,,2012-02-22 08:57:31,,
Case 12,2013-03-18 10:47:34,2013-04-18 07:13:53,,,,,,,,2013-04-03 07:13:38,,2013-03-18 15:03:49,,
Case 120,2012-04-24 14:07:03,2012-05-25 15:41:47,,,,,,,,2012-05-08 14:04:27,,2012-05-08 10:53:06,,2012-05-08 12:31:30
Case 1200,2011-06-08 13:51:32,2011-07-09 14:00:19,,,,,,,,2011-06-13 16:17:20,,2011-06-09 07:07:27,,
Case 1201,2012-05-15 07:07:16,2012-07-07 07:10:57,,,,,,,,2012-05-15 13:59:20,,2012-05-15 07:16:00,,
Case 1202,2010-09-06 10:26:13,2010-11-04 11:30:36,,,,,,,,2010-09-09 07:56:27,,2010-09-09 07:37:19,,
Case 1203,2011-09-08 13:30:42,2011-10-18 10:39:25,,,,,,,,2011-10-03 10:39:13,,2011-10-03 10:32:48,,
Case 1204,2010-06-30 09:08:26,2010-08-20 10:54:20,,,,,,,,2010-07-30 08:08:57,,2010-07-29 13:25:46,,2010-07-29 13:38:22
Case 1205,2011-06-13 09:22:41,2011-07-16 09:32:26,,,,,,,,2011-06-13 09:23:20,,2011-06-13 09:22:52,,
Case 1206,2011-03-03 14:28:56,2011-04-05 13:32:25,,,,,,,,2011-03-04 17:00:05,,2011-03-03 14:29:37,,
Case 1207,2011-05-04 13:49:39,2011-06-08 09:31:44,,,,,,,,2011-05-24 09:31:18,,2011-05-18 10:28:05,,2011-05-18 10:43:36
Case 1208,2012-02-10 08:59:22,2012-04-06 08:00:36,,,,,,,,2012-02-10 17:05:32,,2012-02-10 08:59:55,,
Case 1209,2011-04-18 10:48:58,2011-06-10 10:50:45,,,,,,,,2011-04-19 10:48:39,,2011-04-19 08:39:22,,
Case 121,2011-02-09 13:28:58,2011-04-02 14:15:17,,,,,,,,2011-02-09 14:21:46,,2011-02-09 14:21:02,,
Case 1210,2013-06-27 10:48:58,2013-08-07 09:41:00,,,,,,,,2013-07-23 09:40:47,,,,2013-06-27 10:49:24
Case 1211,2010-05-24 12:25:24,2010-06-25 12:30:29,,,,,,,,2010-06-04 13:05:47,,2010-06-04 13:04:18,,
Case 1212,2011-05-19 15:29:29,2011-06-21 15:30:25,,,,,,,,2011-05-20 07:56:24,,2011-05-19 15:29:52,,
Case 1213,2011-01-04 14:22:59,2011-02-20 09:45:50,,,,,,,,2011-01-21 09:45:18,,2011-01-20 08:29:18,,
Case 1214,2011-03-15 09:06:36,2011-04-17 08:11:02,,,,,,,,2011-03-15 09:29:40,,2011-03-15 09:11:14,,
Case 1215,2012-02-07 10:27:05,2012-03-09 10:32:07,,,,,,,,2012-02-08 13:35:19,,2012-02-07 11:04:13,,
Case 1216,2012-06-01 08:26:11,2012-07-04 08:30:28,,,,,,,,2012-06-07 15:07:55,,2012-06-04 07:55:24,,
Case 1217,2012-01-11 11:00:46,2012-02-14 08:29:19,,,,,,,,2012-01-30 08:29:07,,2012-01-11 11:00:55,,
Case 1218,2010-07-28 16:07:39,2010-09-11 12:56:45,,,,,,,,2010-08-27 12:56:35,,2010-08-25 10:15:54,,2010-08-25 10:19:50
Case 1219,2012-01-25 16:22:05,2012-03-11 16:30:25,,,,,,,,2012-02-02 11:01:41,,2012-01-25 16:43:36,,
Case 122,2011-02-14 15:23:08,2011-03-30 14:30:33,,,,,,,,2011-02-15 11:52:47,,2011-02-15 11:17:46,,
Case 1220,2010-10-21 12:42:29,2010-12-09 13:50:32,,,,,,,,2010-10-21 13:59:06,,2010-10-21 13:57:26,,
Case 1221,2013-05-10 12:41:48,2013-06-21 07:05:34,,,,,,,,2013-06-06 07:05:14,,2013-05-28 07:02:02,,2013-05-28 07:43:53
Case 1222,2011-09-27 12:49:52,2011-11-05 08:34:57,,,,,,,,2011-10-06 07:34:32,,2011-09-30 13:46:52,,
Case 1223,2010-01-26 11:36:21,2010-03-11 11:40:48,,,,,,,,2010-01-26 16:06:29,,2010-01-26 11:36:30,,
Case 1224,2010-11-04 08:56:44,2010-12-18 09:00:55,,,,,,,,2010-11-05 11:34:32,,2010-11-04 13:53:48,,
Case 1225,2011-08-03 12:14:54,2011-10-01 12:20:25,,,,,,,,2011-08-11 07:32:57,,,,
Case 1226,2011-10-28 08:12:21,2011-11-30 09:20:33,,,,,,,,2011-10-28 13:47:35,,,,
Case 1227,2011-02-17 08:20:28,2011-04-16 13:20:14,,,,,,,,2011-03-30 10:25:39,,2011-02-18 10:44:10,,2011-03-02 15:25:06
Case 1228,2011-03-08 13:29:52,2011-05-06 12:30:37,,,,,,,,2011-03-08 14:37:31,,2011-03-08 14:36:37,,
Case 1229,2012-01-18 13:49:23,2012-02-24 13:50:30,,,,,,,,2012-01-25 08:31:08,,2012-01-18 13:49:32,,
Case 123,2011-05-06 07:33:07,2011-06-19 08:30:40,,,,,,,,2011-05-12 13:45:54,,2011-05-06 07:33:39,,2011-05-06 12:55:50
Case 1230,2012-07-23 15:34:10,2012-09-20 14:49:47,,,,,,,,2012-09-05 14:49:30,,2012-07-23 15:34:20,,
Case 1231,2010-10-26 08:10:17,2010-11-27 09:20:23,,,,,,,,2010-10-26 14:32:05,,2010-10-26 14:31:56,,
Case 1232,2010-10-19 13:44:24,2010-12-03 14:50:21,,,,,,,,2010-10-20 14:16:43,,2010-10-20 14:16:30,,
Case 1233,2012-06-26 07:05:06,2012-07-27 07:10:38,,,,,,,,2012-06-26 15:10:47,,2012-06-26 08:04:31,,
Case 1234,2011-07-21 13:31:45,2011-08-23 15:00:21,,,,,,,,2011-07-29 09:35:08,,2011-07-25 10:42:21,,2011-07-29 08:11:46
Case 1235,2013-11-22 08:17:09,2013-12-25 08:08:46,,,,,,,,2013-12-10 08:08:28,,2013-11-27 13:53:27,,2013-11-29 13:55:35
Case 1236,2012-01-20 11:58:38,2012-03-14 15:51:15,,,,,,,,2012-02-28 15:51:07,,2012-01-27 09:24:34,,2012-02-10 16:27:16
Case 1237,2010-09-29 08:13:24,2010-10-30 08:20:40,,,,,,,,2010-09-29 08:33:08,,2010-09-29 08:24:50,,
Case 1238,2013-04-02 16:07:02,2013-05-03 12:35:00,,,,,,2013-04-10 07:51:04,,2013-04-18 12:34:46,,2013-04-04 13:19:03,,2013-04-05 14:15:41
Case 1239,2013-04-15 14:41:38,2013-05-17 13:22:01,,,,,,,,2013-05-02 13:21:41,,2013-04-15 15:04:56,,2013-04-30 10:24:11
Case 124,2012-06-07 15:31:32,2012-07-21 15:40:33,,,,,,,,2012-06-08 06:47:30,,2012-06-08 06:47:21,,
Case 1240,2011-01-12 08:36:24,2011-02-18 08:40:53,,,,,,,,2011-01-18 14:10:14,,2011-01-12 08:36:40,,
Case 1241,2011-05-12 08:15:54,2011-07-06 08:39:44,,,,,,,,2011-05-17 13:58:46,,2011-05-13 13:24:34,,
Case 1242,2010-08-03 13:32:39,2010-09-18 13:20:54,,,,,,,,2010-09-03 13:20:38,,2010-09-03 13:20:03,,
Case 1243,2011-04-28 13:14:17,2011-05-31 13:20:33,,,,,,,,2011-05-10 15:22:45,,2011-04-28 13:15:05,,
Case 1244,2012-01-03 14:28:01,2012-02-16 14:31:09,,,,,,,,2012-01-09 11:34:14,,2012-01-09 11:30:54,,
Case 1245,2010-03-11 14:28:06,2010-04-28 08:16:18,2010-03-24 11:28:37,,,,,,,2010-03-23 08:27:39,,2010-03-15 10:14:59,,2010-03-15 10:15:11
Case 1246,2013-04-24 14:23:56,2013-06-01 16:01:04,,,,,,,,2013-05-17 16:00:47,,2013-05-08 08:22:19,,2013-05-08 12:46:37
Case 1247,2010-07-28 10:24:44,2010-08-28 10:30:17,,,,,,,,2010-08-02 12:25:14,,2010-07-29 09:04:00,,2010-07-29 09:04:40
Case 1248,2011-12-28 15:03:25,2012-02-02 16:55:07,,,,,,,,2012-01-18 16:54:54,,2012-01-02 08:52:16,,2012-01-11 13:50:22
Case 125,2010-08-19 09:48:49,2010-09-28 08:49:59,,,,,,,,2010-09-13 08:49:39,,2010-08-19 09:49:49,,2010-08-19 10:07:15
Case 1251,2012-07-18 10:59:39,2012-09-08 10:51:31,,,,,,,,2012-07-25 15:49:27,,2012-07-19 14:24:54,,2012-07-19 15:57:30
Case 1252,2011-04-01 09:04:45,2011-05-23 09:10:16,,,,,,,,2011-04-05 13:06:00,,2011-04-01 09:05:07,,
Case 1253,2010-04-28 13:42:14,2010-06-05 08:04:47,,,,,,,,2010-05-21 08:04:28,,2010-05-21 07:57:24,,
Case 1254,2013-04-17 14:01:25,2013-05-22 15:35:58,,,,,,,,2013-05-07 15:35:43,,,,2013-04-26 10:59:44
Case 1255,2011-11-16 10:05:56,2011-12-23 13:20:20,,,,,,,,2011-11-25 11:38:45,,2011-11-21 09:08:04,,2011-11-21 09:29:29
Case 1256,2012-05-04 09:52:28,2012-06-07 15:07:14,,,,,,,,2012-05-08 15:06:50,,2012-05-07 07:26:46,,2012-05-07 08:35:41
Case 1257,2010-02-23 13:17:01,2010-04-08 12:21:57,,,,,,,,2010-02-23 13:18:28,,2010-02-23 13:17:09,,
Case 1258,2010-09-17 09:28:18,2010-10-31 10:30:48,,,,,,,,2010-09-21 07:54:28,,2010-09-17 09:28:46,,
Case 1259,2011-12-22 14:22:19,2012-02-04 14:30:25,,,,,,,,2011-12-22 14:23:53,,,,
Case 126,2012-07-25 15:34:31,2012-09-11 14:18:23,,,,,,,,2012-08-27 14:18:05,,,,
Case 1260,2011-10-10 13:42:00,2011-11-10 14:50:21,,,,,,,,2011-10-13 12:20:46,,2011-10-10 13:42:44,,
Case 1262,2012-07-09 07:08:38,2012-08-16 07:10:37,,,,,,,,2012-07-16 07:41:30,,2012-07-09 07:08:52,,
Case 1263,2011-03-08 08:11:58,2011-04-10 07:20:58,,,,,,,,2011-03-08 11:19:50,,2011-03-08 08:12:52,,
Case 1264,2011-05-04 07:39:58,2011-06-07 09:10:20,,,,,,,,2011-05-19 07:34:41,,2011-05-04 10:26:23,,2011-05-04 15:00:40
Case 1265,2011-02-10 14:49:46,2011-03-30 13:51:38,,,,,,,,2011-02-11 14:00:49,,2011-02-10 16:49:11,,
Case 1266,2010-07-29 09:57:56,2010-09-04 10:00:59,,,,,,,,2010-07-29 13:21:29,,2010-07-29 13:21:09,,
Case 1267,2012-05-24 09:35:45,2012-06-26 09:40:22,,,,,,,,2012-05-28 14:55:04,,2012-05-28 14:31:48,,
Case 1268,2011-11-23 10:44:05,2011-12-30 10:50:38,,,,,,,,2011-11-23 10:45:05,,,,
Case 1269,2013-07-01 16:02:34,2013-08-13 15:49:24,,,,,,,,2013-07-29 15:49:10,,2013-07-01 16:03:05,,2013-07-16 07:18:11
Case 127,2010-03-12 09:28:49,2010-04-14 08:30:56,,,,,,,,2010-03-12 09:37:27,,2010-03-12 09:29:00,,
Case 1270,2011-04-06 08:15:21,2011-05-21 10:06:50,,,,,,,,2011-04-06 10:06:22,,2011-04-06 08:17:40,,2011-04-06 08:19:11
Case 1271,2012-06-19 08:22:48,2012-07-20 08:30:20,,,,,,,,2012-06-19 09:46:13,,,,
Case 1272,2012-12-14 09:17:26,2013-01-26 11:20:40,,,,,,,,2013-01-11 11:20:22,,2012-12-17 10:07:25,,
Case 1273,2010-11-04 13:48:08,2010-12-18 13:50:41,,,,,,,,2010-11-11 14:59:53,,2010-11-11 13:27:28,,
Case 1274,2012-06-07 08:21:58,2012-07-10 08:30:17,,,,,,,,2012-06-07 09:22:49,,2012-06-07 08:22:24,,
Case 1275,2013-01-30 16:41:10,2013-03-02 09:30:44,,,,,,,,2013-02-15 09:30:27,,2013-02-07 14:43:04,,
Case 1276,2011-01-11 10:24:57,2011-02-17 10:30:36,,,,,,,,2011-01-17 15:40:13,,2011-01-11 10:33:48,,
Case 1277,2010-03-29 13:48:03,2010-04-29 13:50:26,,,,,,,,2010-04-07 08:13:24,,2010-03-31 11:02:09,,
Case 1278,2010-10-12 15:23:25,2010-11-25 16:30:59,,,,,,,,2010-10-13 08:55:08,,2010-10-13 08:55:00,,
Case 1279,2010-09-17 13:16:42,2010-10-31 14:20:37,,,,,,,,2010-09-21 07:13:28,,2010-09-21 07:12:53,,
Case 128,2011-11-28 08:10:27,2011-12-31 08:20:48,,,,,,,,2011-11-28 09:46:59,,,,
Case 1280,2010-09-03 07:48:05,2010-10-06 07:50:29,,,,,,,,2010-09-09 12:08:56,,2010-09-09 11:59:32,,
Case 1281,2012-06-28 07:03:06,2012-08-24 15:42:21,,,,,,,,2012-06-28 08:01:26,,2012-06-28 07:03:28,,
Case 1282,2010-07-01 12:32:08,2010-08-13 08:22:48,,,,2010-07-01 12:14:34,,,,2010-07-29 08:22:33,,2010-07-02 12:24:18,,2010-07-02 12:24:33
Case 1283,2010-05-17 14:50:31,2010-06-30 15:00:16,,,,,,,,2010-05-25 09:00:37,,2010-05-25 09:00:26,,
Case 1284,2010-05-27 15:48:06,2010-07-04 14:20:37,,,,2010-05-27 14:14:04,,,,2010-05-28 09:28:19,,2010-05-27 15:48:15,,
Case 1285,2011-01-31 10:42:03,2011-03-09 10:50:53,,,,,,,,2011-01-31 10:54:51,,2011-01-31 10:54:35,,
Case 1286,2011-03-14 10:46:56,2011-04-14 09:50:23,,,,,,,,2011-03-14 15:08:30,,2011-03-14 10:47:27,,
Case 1287,2012-05-11 15:26:17,2012-06-13 15:30:29,,,,,,,,2012-05-14 15:58:40,,2012-05-14 13:04:33,,
Case 1289,2010-11-26 14:22:27,2011-01-12 14:30:32,,,,,,,,2010-11-26 14:22:49,,2010-11-26 14:22:41,,
Case 129,2013-04-05 16:15:52,2013-05-08 15:50:57,,,,,,,,2013-04-23 15:50:35,,,,
Case 1290,2012-08-09 13:19:16,2012-09-12 13:21:25,,,,,,,,2012-08-09 13:22:59,,2012-08-09 13:19:28,,
Case 1291,2011-03-02 16:02:54,2011-04-15 15:13:48,,,,,,,,2011-03-02 16:06:58,,2011-03-02 16:03:12,,
Case 1292,2013-02-08 16:44:03,2013-03-12 15:43:37,,,,,,,,2013-02-25 15:43:21,,2013-02-21 17:57:20,,
Case 1293,2012-02-13 15:11:25,2012-03-15 15:20:21,,,,,,,,2012-02-14 13:24:02,,2012-02-14 11:51:06,,
Case 1294,2011-09-15 12:26:09,2011-10-18 12:31:11,,,,,,,,2011-09-20 15:19:21,,2011-09-20 09:37:07,,
Case 1295,2012-04-12 14:57:38,2012-05-20 15:00:46,,,,,,,,2012-04-13 07:59:58,,2012-04-12 14:57:47,,
Case 1296,2011-11-22 08:08:57,2011-12-29 08:10:35,,,,,,,,2011-11-25 13:58:41,,2011-11-22 16:05:16,,
Case 1297,2010-12-22 08:22:44,2011-02-18 13:45:53,,,,,,,,2011-02-03 13:45:35,,2010-12-27 17:01:15,,
Case 1298,2010-12-22 09:22:41,2011-02-04 09:31:25,,,,,,,,2010-12-23 16:13:58,,2010-12-23 16:13:50,,
Case 1299,2013-11-14 13:18:39,2013-12-27 11:56:19,,,,,,,,2013-12-12 11:56:09,,2013-12-02 08:02:05,,2013-12-02 08:56:09
Case 13,2012-12-17 09:47:49,2013-01-19 10:29:51,,,,,,,,2013-01-04 10:29:36,,2013-01-02 09:22:43,,
Case 130,2010-04-08 09:01:05,2010-05-11 09:00:24,,,,2010-04-08 08:58:03,,,,2010-04-08 09:01:19,,2010-04-08 09:01:11,,
Case 1300,2011-01-17 10:36:18,2011-02-17 10:40:18,,,,,,,,2011-01-27 11:23:25,,2011-01-27 11:15:35,,
Case 1301,2013-01-23 14:59:31,2013-03-13 13:57:39,,,,,,,,2013-02-26 13:57:17,,2013-02-06 17:08:22,,2013-02-08 14:05:11
Case 1302,2011-03-08 08:55:21,2011-04-12 08:06:27,,,,,,,,2011-03-18 09:53:49,,2011-03-08 08:57:26,,2011-03-08 10:39:56
Case 1303,2013-02-28 11:46:30,2013-04-13 07:43:47,,,,,,2013-03-08 10:29:33,,2013-03-29 08:43:30,,2013-03-01 08:46:28,,
Case 1304,2013-03-08 17:17:08,2013-04-23 09:17:39,,,,,,,,2013-04-08 09:17:30,,2013-03-25 14:39:58,,2013-03-25 14:46:20
Case 1305,2013-04-05 08:42:36,2013-05-07 08:23:34,,,,,,,,2013-04-22 08:23:20,,2013-04-08 13:48:44,,
Case 1306,2011-04-21 12:27:11,2011-05-29 12:31:13,,,,,,,,2011-04-22 08:21:01,,2011-04-21 12:32:11,,
Case 1307,2010-11-05 11:57:43,2011-01-04 10:28:29,,,,,,,,2010-12-20 10:28:10,,2010-11-11 13:24:36,,2010-11-23 13:30:43
Case 1308,2010-12-21 14:23:11,2011-02-18 14:30:47,,,,,,,,2010-12-22 15:18:08,,2010-12-21 14:59:20,,
Case 1309,2013-05-14 09:55:29,2013-06-19 14:51:31,,,,,,,,2013-06-04 14:51:18,,,,
Case 131,2013-08-12 07:13:49,2013-09-24 08:36:13,,,,,,,,2013-09-09 08:36:00,,2013-08-12 07:14:44,,
Case 1310,2010-12-15 08:56:44,2011-01-25 08:29:14,,,,,,,,2011-01-10 08:28:52,,2010-12-15 08:57:29,,2010-12-15 08:57:43
Case 1311,2012-01-24 08:16:57,2012-03-10 08:21:13,,,,,,,,2012-01-24 09:27:58,,2012-01-24 08:17:22,,
Case 1312,2011-06-20 07:36:15,2011-08-03 07:40:45,,,,,,,,2011-06-20 07:52:36,,2011-06-20 07:46:13,,
Case 1313,2012-09-03 10:50:54,2012-10-04 08:10:47,,,,,,,,2012-09-19 08:10:34,,2012-09-03 10:52:34,,
Case 1314,2013-08-26 08:26:39,2013-10-05 11:02:08,2013-08-27 13:06:08,,,,,,,2013-09-20 11:01:59,,2013-08-26 09:57:27,,
Case 1315,2012-12-20 12:04:20,2013-01-23 08:10:36,,,,,,,,2013-01-08 08:10:23,,2012-12-28 08:52:46,,2012-12-28 11:19:49
Case 1316,2012-05-16 07:08:15,2012-07-14 07:11:12,,,,,,,,2012-05-16 07:48:57,,2012-05-16 07:35:03,,
Case 1317,2012-07-18 07:01:14,2012-09-09 07:10:33,,,,,,,,2012-07-18 07:24:34,,,,
Case 1318,2013-03-27 08:17:01,2013-04-27 08:48:51,,,,,,2013-04-12 07:04:27,,2013-04-12 08:48:31,,2013-04-09 08:48:15,,
Case 1319,2013-04-15 13:53:52,2013-05-23 10:19:50,,,,,,,,2013-05-08 10:19:38,,2013-05-08 07:57:41,,
Case 132,2012-06-21 12:50:46,2012-08-02 09:30:26,,,,,,,,2012-06-25 12:03:33,,2012-06-21 13:30:02,,2012-06-21 14:32:08
Case 1320,2012-05-02 12:09:26,2012-06-09 12:10:27,,,,,,,,2012-05-07 10:20:51,,2012-05-02 13:49:15,,
Case 1321,2012-04-18 08:55:20,2012-06-10 10:40:43,,,,,,,,2012-05-11 08:51:18,,2012-04-18 12:36:14,,2012-04-23 07:20:19
Case 1322,2010-06-04 09:44:39,2010-07-06 16:34:23,,,,,,,,2010-06-21 16:34:13,,2010-06-04 10:42:32,,2010-06-04 10:42:52
Case 1323,2013-04-05 16:10:29,2013-05-08 15:56:16,,,,,,,,2013-04-23 15:55:57,,2013-04-23 07:27:05,,
Case 1324,2011-04-20 14:51:26,2011-05-21 15:01:05,,,,,,,,2011-04-26 09:22:16,,2011-04-20 14:51:48,,
Case 1325,2012-01-11 09:44:33,2012-02-11 09:50:24,,,,,,,,2012-01-12 14:25:42,,,,
Case 1326,2011-10-24 10:09:39,2011-12-01 11:10:29,,,,,,,,2011-10-28 13:16:38,,2011-10-24 10:09:49,,
Case 1327,2012-08-07 12:34:32,2012-09-28 14:58:18,,,,,,,,2012-09-13 14:58:00,,,,2012-09-05 12:43:03
Case 1328,2010-02-22 15:00:57,2010-03-25 15:10:39,,,,,,,,2010-02-24 10:29:49,,2010-02-22 15:01:16,,2010-02-23 15:52:23
Case 1329,2012-03-01 13:23:41,2012-04-03 12:30:26,,,,,,,,2012-03-02 14:50:16,,2012-03-02 07:57:34,,
Case 133,2011-01-26 11:24:58,2011-03-11 11:30:34,,,,,,,,2011-01-28 14:29:17,,2011-01-26 12:00:03,,
Case 1330,2012-08-10 13:34:03,2012-09-12 09:26:55,,,,,,,,2012-08-13 09:26:32,,,,
Case 1331,2011-12-09 09:38:14,2012-01-11 09:40:23,,,,,,,,2011-12-14 09:09:36,,2011-12-09 09:38:22,,
Case 1332,2012-09-03 16:10:07,2012-10-05 13:23:09,,,,,,,,2012-09-20 13:22:50,,2012-09-05 07:13:32,,
Case 1333,2010-06-01 07:53:51,2010-07-03 08:00:23,,,,,,,,2010-06-09 11:48:04,,2010-06-04 09:16:54,,2010-06-04 12:12:27
Case 1334,2012-02-17 14:33:50,2012-04-06 09:40:40,,,,,,,,2012-02-22 13:53:23,,2012-02-20 08:47:32,,2012-02-21 17:00:14
Case 1335,2011-11-03 10:52:15,2011-12-17 11:01:03,,,,,,,,2011-11-03 15:53:26,,2011-11-03 10:52:31,,
Case 1336,2012-02-07 11:20:12,2012-03-09 11:30:21,,,,,,,,2012-02-09 11:44:03,,2012-02-07 11:20:24,,
Case 1337,2011-09-16 13:19:34,2011-10-26 14:14:06,,,,,,,,2011-10-11 14:12:58,,2011-10-11 14:12:12,,
Case 1338,2012-09-13 13:52:09,2012-10-16 08:23:05,,,,,,,,2012-10-01 08:22:48,,,,
Case 1339,2011-06-27 14:21:02,2011-08-14 09:10:59,,,,,,,,2011-07-13 07:32:18,,2011-07-01 14:31:29,,2011-07-11 12:47:43
Case 134,2011-04-19 14:42:45,2011-06-02 14:50:17,,,,,,,,2011-04-19 14:45:42,,2011-04-19 14:45:25,,
Case 1340,2010-07-27 13:32:52,2010-09-09 13:40:21,,,,,,,,2010-07-27 13:41:28,,2010-07-27 13:41:21,,
Case 1341,2011-07-13 08:16:30,2011-08-26 08:20:27,,,,,,,,2011-07-13 14:02:33,,2011-07-13 14:01:30,,
Case 1342,2011-07-29 13:03:29,2011-09-15 13:10:39,,,,,,,,2011-08-03 08:37:40,,,,
Case 1343,2012-05-29 15:40:26,2012-07-15 08:21:11,,,,,,,,2012-05-31 13:18:43,,2012-05-30 14:46:28,,2012-05-31 10:43:47
Case 1344,2012-07-17 10:39:38,2012-09-01 10:40:22,,,,,,,,2012-07-17 12:46:20,,2012-07-17 10:39:48,,
Case 1346,2011-12-13 08:38:37,2012-01-31 16:11:39,,,,,,,,2012-01-02 16:28:35,,2011-12-13 16:11:08,,2011-12-15 08:54:06
Case 1347,2010-11-15 08:19:05,2010-12-29 08:20:31,,,,,,,,2010-11-17 11:25:24,,2010-11-15 10:14:08,,
Case 1348,2011-02-10 08:16:03,2011-04-03 07:16:50,,,,,,,,2011-02-10 15:55:20,,2011-02-10 08:16:33,,
Case 1349,2011-12-27 14:51:23,2012-02-19 09:10:05,,,,,,,,2012-01-20 09:09:17,,2012-01-05 10:04:26,,2012-01-10 11:11:34
Case 135,2011-02-08 11:57:41,2011-04-02 14:15:17,,,,,,,,2011-02-14 12:02:59,,2011-02-08 11:58:01,,2011-02-10 08:27:30
Case 1350,2012-05-08 16:05:37,2012-06-19 08:31:48,,,,,,,,2012-05-25 07:42:41,,2012-05-16 08:04:37,,2012-05-16 15:11:27
Case 1351,2010-06-10 11:14:25,2010-07-31 09:21:01,,,,2010-06-10 07:24:28,,,,2010-07-01 09:20:34,,2010-06-17 12:41:37,,
Case 1352,2010-02-17 15:36:36,2010-03-20 15:40:17,,,,,,,,2010-02-18 14:17:42,,2010-02-18 14:17:36,,
Case 1353,2010-09-13 09:20:51,2010-10-23 10:14:15,,,,,,,,2010-10-08 10:13:59,,2010-09-13 09:21:11,,2010-09-30 15:02:20
Case 1354,2012-03-30 15:30:09,2012-05-08 13:10:15,,,,,,,,2012-04-20 10:42:17,,2012-04-02 15:20:47,,2012-04-06 14:12:57
